CaseNumber,CaseName,CaseCategoryDesc,CaseStatusDesc,PrimaryLaw,PrimarySection,DateFiled,SettlementDate,FedPenalty,SEPCost,TotalCompActionAmt,SettlementCnt
04-2011-4519,"STARKE, FL, CITY OF WATER & WASTEWATER DEPT.",Administrative - Formal,Closed,CWA,405,09/02/2011,09/02/2011,900,0,100,1
04-2011-4765,HOWARD F. CURREN WWTP,Administrative - Formal,Closed,CWA,405,,05/03/2011,0,0,100,1
04-2011-4785,NORTH BAY WASTE WATER TREATMENT PLANT,Administrative - Formal,Closed,CWA,301/402,,09/28/2011,0,0,100,1
04-2011-4786,"CAPE CORAL, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,09/28/2011,0,0,100,1
04-2011-4787,"DAVIE, FLORIDA, TOWN OF",Administrative - Formal,Closed,CWA,301/402,,09/28/2011,0,0,100,1
04-2011-4789,"MILLVILLE WASTEWATER TREATMENT PLANT / CITY OF PANAMA CITY, FL",Administrative - Formal,Closed,CWA,301/402,,09/30/2011,0,0,100,1
04-2011-4790,CITY OF BONIFAY WASTEWATER TREATMENT PLANT,Administrative - Formal,Closed,CWA,301/402,,09/28/2011,0,0,100,1
04-2011-5003,"C.W. ROBERTS CONTRACTING, INC.",Administrative - Formal,Closed,CWA,311J,02/01/2011,02/01/2011,500,0,6500.36,1
04-2011-5020,ALLIED AVIATION SERVICES,Administrative - Formal,Closed,CWA,311B,11/22/2011,11/22/2011,3000,0,121852,1
04-2011-5128,JACKSONVILLE ELECTRIC AUTHORITY (JEA),Administrative - Formal,Final Order Issued,CWA,311B,03/22/2011,03/22/2011,33000,0,20100,1
04-2011-5130,"CSX TRANSPORTATION, INC.",Administrative - Formal,Closed,CWA,311B,02/17/2011,02/17/2011,10320,0,75000,1
04-2011-5507,"DAVIS, JAMES / DAVIS, SEAN",Administrative - Formal,Closed,CWA,404,12/27/2010,12/27/2010,5000,0,0,1
04-2011-5759,"LOWE, GLENN EDWARD",Administrative - Formal,Final Order Issued,CWA,404,,03/03/2011,0,0,12650,1
04-2011-5761,FLORIDA FISH AND WILDLIFE COMMISSION,Administrative - Formal,Final Order Issued,CWA,404,,03/10/2011,0,0,42650,1
04-2011-5767,FLORIDA FISH AND WILDLIFE COMMISSION,Administrative - Formal,Final Order Issued,CWA,404,,04/25/2011,0,0,162650,1
04-2011-5777,"GAISER, COREY",Administrative - Formal,Final Order Issued,CWA,404,,09/19/2011,0,0,16796,1
04-2011-5785,"DAVIS, JAMES / DAVIS, SEAN",Administrative - Formal,Final Order Issued,CWA,404,,10/13/2010,0,0,43794,1
04-2011-9030,"MIAMI-DADE COUNTY, FLORIDA",Judicial,Concluded,CWA,301/402,12/13/2012,04/10/2014,511800,2047200,1600000000,1
04-2011-9900,FFCA WITH U.S. DEPARTMENT OF THE INTERIOR (DOI) FOR VIOLATIONS AT TRIBAL SCHOOLS (NATIONAL CASE),Administrative - Formal,Final Order Issued,CWA,301,,08/18/2011,0,0,127712,1
04-2012-4508,"WINTER SPRINGS, FL, CITY OF, WWTP",Administrative - Formal,Closed,CWA,405,04/13/2012,04/13/2012,900,0,0,1
04-2012-4513,TOHOPEKALIGA WATER AUTHORITY,Administrative - Formal,Closed,CWA,405,06/26/2012,06/26/2012,7000,0,0,1
04-2012-4520,"CAPE CORAL, CITY OF, WWTP",Administrative - Formal,Closed,CWA,405,07/17/2012,07/17/2012,900,0,100,1
04-2012-4523,"FL, CITY OF HAINES CITY WWTP",Administrative - Formal,Closed,CWA,405,09/25/2012,09/25/2012,900,0,100,1
04-2012-4524,"FL, MACCLENNY, CITY OF, WWTP",Administrative - Formal,Closed,CWA,405,09/25/2012,09/25/2012,4000,0,0,1
04-2012-4754,"PBP ENERGY, LLC",Administrative - Formal,Closed,CWA,308,,12/01/2011,0,0,500,1
04-2012-4760,SIESTA KEY UTILITIES AUTHORITY,Administrative - Formal,Closed,CWA,301/402,,12/16/2011,0,0,100,1
04-2012-4763,"APALACHICOLA, FL, CITY OF, WASTEWATER TREATMENT PLANT",Administrative - Formal,Closed,CWA,301/402,,12/19/2011,0,0,100,1
04-2012-4764,"JACKSONVILLE BEACH, FL, CITY OF, WASTEWATER TREATMENT PLANT",Administrative - Formal,Closed,CWA,301/402,,12/19/2011,0,0,100,1
04-2012-4765,SOUTH HUTCHINSON ISLAND WASTEWATER TREATMENT PLANT,Administrative - Formal,Closed,CWA,301/402,,12/21/2011,0,0,100,1
04-2012-4766,SEMINOLE COUNTY DEPARTMENT OF SERVICES / NORTHWEST REGIONAL WWTP,Administrative - Formal,Closed,CWA,301/402,,12/22/2011,0,0,100,1
04-2012-4767,"DAYTONA BEACH, FL, CITY OF (BETHUNE POINT WWTP)",Administrative - Formal,Closed,CWA,301/402,,01/05/2012,0,0,500,1
04-2012-5001,"INTRACOASTAL ENVIRONMENTAL, LLC",Administrative - Formal,Closed,CWA,311B,02/02/2012,02/02/2012,500,0,6353,1
04-2012-5008,"THUNDER BAY ENTERPRISES, INC.",Administrative - Formal,Closed,CWA,311B,03/23/2012,03/23/2012,500,0,31541.65,1
04-2012-5015,"WORTH CONTRACTING, INC.",Administrative - Formal,Closed,CWA,311B,08/16/2012,08/16/2012,500,0,1100,1
04-2012-5021,SERVISAIR,Administrative - Formal,Closed,CWA,311B,12/04/2012,12/04/2012,500,0,1370.3,1
04-2012-5131,MOSAIC FERTILIZER,Administrative - Formal,Closed,CWA,311J,07/17/2012,07/17/2012,21000,0,10000,1
04-2012-5765,"FLORIDA PROPERTIES III, LLC (COCONUT INLET)",Administrative - Formal,Final Order Issued,CWA,404,,03/06/2013,0,0,137200,1
04-2012-5771,FLORIDA FISH AND WILDLIFE CONSERVATION COMMISSION,Administrative - Formal,Final Order Issued,CWA,404,,09/05/2012,0,0,1281196.95,1
04-2012-9017,"CENTRAL FLORIDA PIPELINE AND KMGP SERVICES COMPANY, INC. (KINDER MORGAN)",Judicial,Closed,CWA,311B,06/08/2016,06/20/2016,492000,0,0,1
04-2013-4760,"ROYAL CARIBBEAN CRUISES, LTD., LARGE CRUISE SHIP VESSEL / FREEDOM OF THE SEAS",Administrative - Formal,Closed,CWA,301/402,,09/30/2013,0,0,2500,1
04-2013-5003,"TANKERGISTIC, INC.",Administrative - Formal,Closed,CWA,311B,01/22/2014,01/22/2014,5000,0,256628.21,1
04-2013-5750,"GAISER, COREY, DR.",Administrative - Formal,Final Order Issued,CWA,404,,03/28/2013,0,0,17020,1
04-2013-5754,"CHELICO, ROBERT J.",Administrative - Formal,Final Order Issued,CWA,404,,07/26/2013,0,0,15300,1
04-2013-5757,"NORTHWEST FLORIDA HOLDINGS, INC. (ALLANTON SHIPYARDS)",Administrative - Formal,Final Order Issued,CWA,404,,07/15/2013,0,0,165038,1
04-2013-5762,"JOHNSON, JAMES",Administrative - Formal,Final Order Issued,CWA,404,,06/03/2013,0,0,28002,1
04-2013-5766,SEMINOLE TRIBE OF FLORIDA (MOTOCROSS TRACK),Administrative - Formal,Final Order Issued,CWA,404,,11/04/2013,0,0,7944,1
04-2013-5769,"PEACE RIVER PROPERTY INVESTMENTS, LLC",Administrative - Formal,Final Order Issued,CWA,404,,09/30/2013,0,0,28496,1
04-2014-4500,"ROYAL CARIBBEAN CRUISES, LTD., LARGE CRUISE SHIP VESSEL ""FREEDOM OF THE SEAS""",Administrative - Formal,Closed,CWA,301/402,01/02/2014,01/02/2014,37500,0,0,1
04-2014-4503,"BERNHARD SCHULTE SHIPMANAGEMENT (INDIA) PRIVATE LIMITED, VESSEL HONOURABLE HENRY JACKMAN",Administrative - Formal,Final Order Issued,CWA,301/402,07/08/2014,07/08/2014,6600,0,0,1
04-2014-4755,"TAMPA, FLORIDA, CITY OF / BIG BEND STATION",Administrative - Formal,Closed,CWA,301/402,,06/02/2014,0,0,100,1
04-2014-4756,"PACE, FLORIDA, CITY OF / TAMINCO, INC.",Administrative - Formal,Closed,CWA,301/402,,06/02/2014,0,0,100,1
04-2014-4757,"CITY OF CANTONMENT, FLORIDA & ASCEND PERFORMANCE MATERIALS",Administrative - Formal,Closed,CWA,301/402,,06/02/2014,0,0,100,1
04-2014-4758,"BRADENTON, FLORIDA, CITY OF",Administrative - Formal,Closed,CWA,301/402,,06/02/2014,0,0,100,1
04-2014-4759,"BOCA RATON, FL, CITY OF",Administrative - Formal,Closed,CWA,308,,06/02/2014,0,0,100,1
04-2014-4761,"BONIFAY, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,06/02/2014,0,0,100,1
04-2014-5000,"P&L FOODS, INC.",Administrative - Formal,Final Order Issued,CWA,311B,08/21/2014,08/21/2014,500,0,20000,1
04-2014-5501,"PEACE RIVER PROPERTY INVESTMENTS, LLC",Administrative - Formal,Closed,CWA,404,01/21/2014,01/21/2014,38000,0,0,1
04-2014-5505,"MURPHY OIL USA, INC.",Administrative - Formal,Closed,CWA,404,04/29/2014,04/29/2014,150000,0,0,1
04-2014-5510,"PARKSIDE LAKES DEVELOPMENT, LLC",Administrative - Formal,Closed,CWA,404,07/11/2014,07/11/2014,3500,0,0,1
04-2014-5511,DELACY MAGNUS PEAVY,Administrative - Formal,Closed,CWA,404,08/08/2014,08/08/2014,11500,0,0,1
04-2014-5514,"VISTA BUILDERS, INC.",Administrative - Formal,Closed,CWA,404,09/30/2014,09/30/2014,5000,0,0,1
04-2014-5753,"MURPHY OIL USA, INC. AND SANDY DESTINATION, LLC",Administrative - Formal,Final Order Issued,CWA,404,,02/19/2014,0,0,59985,1
04-2014-5762,DELACY MAGNUS PEAVY,Administrative - Formal,Final Order Issued,CWA,404,,06/02/2014,0,0,22777,1
04-2014-5764,PARKSIDE LAKES DEVELOPMENT LLC,Administrative - Formal,Final Order Issued,CWA,404,,05/28/2014,0,0,6521,1
04-2015-4754,"BLOUNTSTOWN, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4755,"WINTER GARDEN, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4756,"CAPE CORAL, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4757,"MACCLENNY, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4758,"YARA NORTH AMERICA, INC.",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4759,"PALMETTO, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4760,"CLEARWATER, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-4761,"COOPER CITY, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/17/2014,0,0,100,1
04-2015-5500,"LOWE, GLENN EDWARD",Administrative - Formal,Closed,CWA,404,06/25/2015,06/25/2015,12500,0,0,1
04-2015-5752,"LOWE, GLENN EDWARD",Administrative - Formal,Final Order Issued,CWA,404,,04/14/2015,0,0,33600,1
04-2015-5753,FLORIDA FISH AND WILDLIFE CONSERVATION COMMISSION,Administrative - Formal,Final Order Issued,CWA,404,,01/26/2015,0,0,0,1
04-2015-5756,"D&H PROPERTIES, LLC",Administrative - Formal,Final Order Issued,CWA,404,,06/22/2015,0,0,56061,1
04-2015-5757,CONSOLIDATED-TOMOKA LAND CO. (TOMOKA TOWN CENTER),Administrative - Formal,Final Order Issued,CWA,404,,05/06/2015,0,0,80000,1
04-2015-5759,EDWIN HENRY/ U.I.L. FAMILY LIMITED PARTNERSHIP,Administrative - Formal,Final Order Issued,CWA,404,,10/14/2015,0,0,359856.7,1
04-2015-5760,OLD SOUTH LAND/WALTON PLANTATION ROD & GUN CLUB/WALTON PLANTATION/OPO/MACLIN/WILLIS/KRENKEL/BLACK,Administrative - Formal,Final Order Issued,CWA,404,,07/08/2015,0,0,29956,1
04-2015-7001,"GENESIS ENERGY, L.P. - JAY, FLORIDA",Administrative - Formal,Closed,CWA,311J,03/24/2015,03/24/2015,1200,0,1500,1
04-2016-4505,"STANDARD PACIFIC OF FLORIDA GP, INC./CALATLANTIC (CORDOBA RANCH)",Administrative - Formal,Closed,CWA,301/402,09/20/2016,09/20/2016,42023,0,5425,1
04-2016-4507,STANDARD PACIFIC/CALATLANTIC HOMES (WATERSIDE WINTER GARDEN),Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,20000,0,21000,1
04-2016-4508,"STANDARD PACIFIC OF FLORIDA GP, INC./CALATLANTIC (WIREGRASS RANCH 1A)",Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,27560,0,6600,1
04-2016-4511,STANDARD PACIFIC/CALATLANTIC HOMES (WIREGRASS RANCH 1B),Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,30634,0,7800,1
04-2016-4512,STANDARD PACIFIC/CALATLANTIC HOMES (WIREGRASS RANCH PHASE 1C),Administrative - Formal,Closed,CWA,301/402,09/15/2016,09/15/2016,31019,0,10600,1
04-2016-4516,STANDARD PACIFIC/CALATLANTIC HOMES (WATERLEAF PHASES 1 & 2),Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,24850,0,5000,1
04-2016-4520,STANDARD PACIFIC/CALATLANTIC HOMES (WIREGRASS RANCH 1D),Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,31035,0,15000,1
04-2016-4521,ALLSTATE PAVING INC. (INTEGRA VILLAGE AT LAKE FOREST),Administrative - Formal,Closed,CWA,301/402,09/20/2016,09/20/2016,12000,0,8210,1
04-2016-4526,"STANDARD PACIFIC OF FLORIDA GA, INC./CALATLANTIC/THE RESERVE AT ALAQUA",Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,8427,0,2000,1
04-2016-4527,"STANDARD PACIFIC OF TAMPA GP, INC./CALATLANTIC (BEARSS GROVE aka THE RETREAT AT CARROLLWOOD)",Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,16306,0,1000,1
04-2016-4528,"STANDARD PACIFIC OF FLORIDA GP, INC./CALATLANTIC (EAGLE LAKE SUBDIVISION 4B)",Administrative - Formal,Closed,CWA,301/402,09/13/2016,09/13/2016,19955,0,7000,1
04-2016-4754,"FLORIDA, NEPTUNE BEACH, CITY OF",Administrative - Formal,Closed,CWA,308,,11/25/2015,0,0,100,1
04-2016-4755,"FERNANDINA BEACH, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/25/2015,0,0,100,1
04-2016-4756,"HOLLY HILL, FL, CITY OF",Administrative - Formal,Closed,CWA,308,,11/25/2015,0,0,100,1
04-2016-4757,"MONTICELLO, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/25/2015,0,0,100,1
04-2016-4758,"STARKE, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,11/25/2015,0,0,100,1
04-2016-4759,"TROPICANA MANUFACTURING COMPANY, INC.",Administrative - Formal,Closed,CWA,308,,12/17/2015,0,0,100,1
04-2016-4760,"CAPE CANAVERAL, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,12/17/2015,0,0,100,1
04-2016-4761,HOLLYWOOD SOUTHERN  REGIONAL WASTEWATER TREATMENT FACILITY (WWTF),Administrative - Formal,Closed,CWA,308,,12/17/2015,0,0,100,1
04-2016-4762,CITY OF ARCADIA WILLIAM TYSON WWTP,Administrative - Formal,Closed,CWA,301/402,,12/17/2015,0,0,100,1
04-2016-4763,CHEVRON AMERICAS PRODUCTS PORT TAMPA TERMINAL,Administrative - Formal,Closed,CWA,301/402,,12/17/2015,0,0,100,1
04-2016-4764,FERNANDINA DISSOLVING SPM,Administrative - Formal,Closed,CWA,308,,12/01/2015,0,0,100,1
04-2016-4765,"LAKELAND, FL, CITY OF",Administrative - Formal,Closed,CWA,308,,12/01/2015,0,0,100,1
04-2016-4766,"FORT PIERCE, FL, CITY OF",Administrative - Formal,Closed,CWA,301/402,,12/01/2015,0,0,100,1
04-2016-4767,"CORONET INDUSTRIES, INC.",Administrative - Formal,Closed,CWA,301/402,,12/01/2015,0,0,100,1
04-2016-4768,"CLEWISTON, FL, CITY OF",Administrative - Formal,Closed,CWA,308,,12/01/2015,0,0,100,1
04-2016-4769,"COCA COLA REFRESHMENTS USA, INC.",Administrative - Formal,Closed,CWA,308,,12/01/2015,0,0,100,1
04-2016-4770,"PCS PHOSPHATE, INC.",Administrative - Formal,Closed,CWA,308,,12/01/2015,0,0,100,1
04-2016-4780,"CALATLANTIC GROUP, INC. (FLORIDA SITES)",Administrative - Formal,Final Order Issued,CWA,301/402,,08/22/2016,0,0,0,1
04-2016-5500,"D & H PROPERTIES, LLC",Administrative - Formal,Closed,CWA,404,02/02/2016,02/02/2016,8000,0,0,1
04-2016-5501,"EAST RED BUG ROAD DEVELOPMENT, LLC",Administrative - Formal,Closed,CWA,404,01/26/2016,01/26/2016,25000,0,0,1
04-2016-5505,"LAKELAND TANGO FL, LLC",Administrative - Formal,Closed,CWA,404,05/10/2016,05/10/2016,12500,0,0,1
04-2016-5506,"CONSOLIDATED-TOMOKA LAND CO., TRACT B",Administrative - Formal,Closed,CWA,404,08/01/2016,08/01/2016,187500,0,0,1
04-2016-5750,"EAST RED BUG ROAD DEVELOPMENT, LLC",Administrative - Formal,Final Order Issued,CWA,404,,11/23/2015,0,0,100000,1
04-2016-5753,"LAKELAND TANGO FL, LLC",Administrative - Formal,Final Order Issued,CWA,404,,03/02/2016,0,0,400000,1
04-2016-5754,"GRUBBS EMERGENCY SERVICES, LLC",Administrative - Formal,Final Order Issued,CWA,404,,03/02/2016,0,0,36443,1
04-2016-5755,CONSOLIDATED-TOMOKA LAND CO.,Administrative - Formal,Closed,CWA,404,,06/01/2016,0,0,756899,1
04-2016-9009,"GULFSTREAM PARK RACING ASSOCIATION, INC.",Judicial,Closed,CWA,301/402,04/27/2017,04/28/2017,456500,0,0,1
04-2017-4501,"LENNAR HOMES, LLC/CENTRAL FLORIDA DIV./CONCORD STATION",Administrative - Formal,Closed,CWA,301/402,06/15/2017,06/15/2017,17000,0,1700,1
04-2017-4502,"LENNAR HOMES, LLC/CENTRAL FLORIDA DIVISION/SUMMERFIELD CROSSING",Administrative - Formal,Closed,CWA,301/402,06/15/2017,06/15/2017,17000,0,19400,1
04-2017-4503,"LENNAR HOMES, LLC/CENTRAL FLORIDA DIV./HERITAGE SPRINGS AT TRINITY, NEW PORT RICHEY, FL",Administrative - Formal,Closed,CWA,301/402,06/15/2017,06/15/2017,13000,0,2900,1
04-2017-4504,"LENNAR HOMES, LLC/SOUTHWEST FLORIDA DIV.//RIVERSTRAND",Administrative - Formal,Final Order Issued,CWA,301/402,06/15/2017,06/15/2017,17000,0,0,1
04-2017-4505,"LENNAR HOMES, LLC/SOUTHWEST FLORIDA DIVISION/BRIDGEWATER LAKEWOOD RANCH, FL",Administrative - Formal,Closed,CWA,301/402,06/20/2017,06/20/2017,55000,0,0,1
04-2017-4750,"GULFSTREAM PARK RACING ASSOCIATION, INC.",Administrative - Formal,Closed,CWA,301/402,,01/12/2017,0,0,664290,1
04-2017-4757,"WINTER GARDEN, FL, CITY OF WWTF",Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4758,"FL, CITY OF PANAMA CITY - ST. ANDREWS WWTF",Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4759,GAINESVILLE REGIONAL UTILITIES WWTF,Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4760,"BONIFAY, CITY OF - WWTF",Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4761,SOUTH CENTRAL REGIONAL WWTP,Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4762,"FL, PALATKA, CITY OF WWTF",Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4763,"FL, SARASOTA, CITY OF WWTF",Administrative - Formal,Closed,CWA,301/402,,03/21/2017,0,0,100,1
04-2017-4766,"COCA COLA REFRESHMENTS USA, INC.",Administrative - Formal,Closed,CWA,308,,04/28/2017,0,0,100,1
04-2017-4767,"CHEVRON USA, INC. - PORT TAMPA TERMINAL",Administrative - Formal,Closed,CWA,308,,04/28/2017,0,0,100,1
04-2017-5501,"D.R HORTON, INC. (TOHO PRESERVE)",Administrative - Formal,Closed,CWA,404,08/17/2017,08/17/2017,95000,0,0,1
04-2017-5506,"CITY OF LAKE WALES, POLK COUNTY, FLORIDA",Administrative - Formal,Closed,CWA,404,09/13/2017,09/13/2017,8500,0,0,1
04-2017-5754,"D.R. HORTON, INC. (TOHO PRESERVE)",Administrative - Formal,Final Order Issued,CWA,404,,08/09/2017,0,0,168000,1
04-2017-5757,CITY OF LAKE WALES AIRPORT (FLORIDA),Administrative - Formal,Final Order Issued,CWA,404,,09/13/2017,0,0,6800,1
04-2018-5750,"WALTON PLANTATION MASTER ASSOCIATION, INC.",Administrative - Formal,Final Order Issued,CWA,404,,02/02/2018,0,0,500,1
04-2019-5500,"D.R. HORTON, INC. (KINDRED)",Administrative - Formal,Final Order Issued,CWA,404,02/26/2019,02/26/2019,267000,0,0,1
04-2019-5503,"EAGLE HAMMOCK, LLC",Administrative - Formal,Closed,CWA,404,06/18/2019,06/18/2019,21000,0,0,1
04-2019-5750,"D.R. HORTON, INC. (KINDRED)",Administrative - Formal,Final Order Issued,CWA,404,,12/13/2018,0,0,152000,1
04-2019-5751,"EAGLE HAMMOCK, LLC",Administrative - Formal,Closed,CWA,404,,06/12/2019,0,0,50555,1
04-2020-0308,"FLORIDA MULCH, INC.",Administrative - Formal,Final Order Issued,CWA,301/402,,06/16/2020,0,0,20000,1
04-2020-0309,"ATLAS PEAT AND SOIL, INC. /  SUPERIOR MULCH, INC.",Administrative - Formal,Final Order Issued,CWA,301/402,,06/25/2020,0,0,7000,1
04-2020-0314,"ATLAS PEAT & SOIL, INC., AND SUPERIOR MULCH, INC.,",Administrative - Formal,Final Order Issued,CWA,301,08/22/2022,08/22/2022,53500,0,0,1
04-2020-0403,"PALM BEACH CAST STONE, INC.",Administrative - Formal,Closed,CWA,301/402,12/23/2020,12/23/2020,7500,0,20000,1
06-2012-1863,The Geo Group (NMU001798),Administrative - Formal,Closed,CWA,301,11/20/2012,04/25/2013,27900,0,0,1
06-2020-1798,"Hoactzin Partners, L.P.",Administrative - Formal,Final Order Issued,CWA,301/402,09/28/2020,09/28/2020,0,0,0,1
07-2019-0242,EMERALD COAST UTILITIES AUTHORITY,Administrative - Formal,Closed,CWA,405,01/07/2020,01/07/2020,5200,0,0,1
CR_1032,"Frank Doddi, Marcelino Romero, Odebrecht-Metric, Steven Spry",Criminal,,CWA,33 U.S.C. 1319(c)(1)(A),08/23/2000,11/30/2000,,,,
CR_1034,"FCS, Inc.",Criminal,,CWA,"33 U.S.C. 1311(a), 33 U.S.C. 1318, 33 U.S.C. 1319(c)(2)(A)",07/13/2001,11/26/2001,,,,
CR_1286,"David Eugene Turner, Eddie Lee Williams, Emma Mae Johnson, G...",Criminal,,"CWA, Other, TITLE 18","18 U.S.C. 1001, 18 U.S.C. 1512(b)(3), 18 U.S.C. 2342(a), 21 U.S.C. 846(a)(1), 29 U.S.C. 1811(a), 31 U.S.C. 5324(a)(3), 33 U.S.C. 1311(a)",05/25/2005,12/18/2009,,,,
CR_1523,"David Hayes Marshall, Mark Ribbe, Target Corporation",Criminal,,CWA,"18 U.S.C. 1001, 33 U.S.C. 1319(c)(1)(A), 33 U.S.C. 1319(c)(2)(A)",11/16/2005,06/08/2007,,,,
CR_1524,"City of Venice, Florida WWTP",Criminal,,CWA,33 U.S.C. 1311(a),05/10/2005,12/15/2005,,,,
CR_1528,Burtram Johnson,Criminal,,CWA,"18 U.S.C. 1001, 18 U.S.C. 1503, 18 U.S.C. 1623",06/15/2005,05/11/2007,,,,
CR_1640,Eli Ray Bontrager,Criminal,,CWA,"18 U.S.C. 1512(b)(2)(A), 33 U.S.C. 1319(c)(2)(A)",03/27/2001,11/02/2002,,,,
CR_1798,"Cypress Gulf Development Corporation, James Joey Driggers, W...",Criminal,,CWA,33 U.S.C. 1319(c)(1)(A),10/12/2007,03/18/2008,,,,
CR_2127,Guillermo Molina,Criminal,,CWA,33 U.S.C. 1317(d),09/22/2010,10/07/2010,,,,
CR_2275,Daniel Lee Parker,Criminal,,CWA,33 U.S.C. 1317(d),09/08/2011,01/20/2012,,,,
CR_2471,"Brian R. D'Isernia, Lagoon Landing, LLC",Criminal,,"CWA, RHAA",,07/17/2013,07/17/2013,,,,
CR_2650,Jose Miguel Calvo,Criminal,,"CWA, TITLE 18",33 U.S.C. 403,12/03/2014,01/06/2015,,,,
CR_268,James Holland,Criminal,,"CWA, RHAA","18 U.S.C. 1341, 33 U.S.C. 1311, 33 U.S.C. 1346, 33 U.S.C. 407",02/11/1983,05/27/1988,,,,
CR_2814,Briese Schiffahrts GMBH & Co. KG MS,Criminal,,"CWA, MARPOL, TITLE 18","18 U.S.C. 1512(b)(3), 33 U.S.C. 1908(a)",03/15/2016,03/15/2016,,,,
CR_283,"Carey C. Mills, Ocie Mills",Criminal,,CWA,"33 U.S.C. 1311, 33 U.S.C. 1319(c)(2)(A, 33 U.S.C. 406, 33 U.S.C. 407",04/17/1988,01/26/1989,,,,
CR_2869,Merlando Corlis,Criminal,,CWA,33 U.S.C. 1311(a),10/29/2015,08/09/2016,,,,
CR_3144,"Bonefish Holdings, LLC",Criminal,,CWA,33 U.S.C. 1319(c)(2)(A),06/11/2019,06/11/2019,,,,
CR_364,"Gardinier, Incorporation",Criminal,,CWA,33 U.S.C. 1321(b)(5),03/08/1988,10/21/1988,,,,
CR_371,John C. Auten,Criminal,,CWA,"33 U.S.C. 1319(c)(1)(A), 33 U.S.C. 1319(c)(2)(A",04/13/1990,07/30/1990,,,,
CR_492,Princess Cruises,Criminal,,CWA,33 U.S.C. 1902(a)(3),04/26/1993,04/26/1993,,,,
CR_533,Palm Beach Cruise Line,Criminal,,CWA,"33 U.S.C. 1319(c)(2)(a), 33 U.S.C. 1321(b)(5)",05/19/1994,08/30/1994,,,,
CR_634,Yvon St. Juste,Criminal,,CWA,"33 U.S.C. 1321(b)(5), 33USC1321(b)(3)",05/05/1995,11/28/1995,,,,
CR_719,"William Onuska, Jr.",Criminal,,CWA,"33 U.S.C. 1317(d), 33 U.S.C. 1319(c)(2)(A",12/23/1997,03/15/1998,,,,
CR_923,"Emi-Sar Trucking & Equipment, Inc., Emilio A. Perez",Criminal,,CWA,"33 U.S.C. 1314, 33 U.S.C. 1319(c)(2)(A, 33 U.S.C. 1344, 33 U.S.C. 1361",08/08/2001,11/22/2002,,,,
FL-0020541,City of Cape Canaveral FL0020541,Administrative - Formal,Final Order Issued,CWA,OTHER,,07/12/2018,0,0,0,1
